lemma	part_of_speech	translations
akita	noun	秋田犬|秋田
akitsu	noun	秋津
akrotiri and dhekelia	noun	アクロティリおよびデケリア
aksai chin	noun	アクサイチン
akutagawa	noun	芥川
akō	noun	赤穂
akṣayamati	noun	無盡意菩薩
al hoceima	noun	アル・ホセイマ
al-raqqah	noun	ラッカ
alabama	noun	アラバマ州
aladdin	noun	アラジン
alagoas	noun	アラゴアス
alaska	noun	アラスカ州
alaska pollock	noun	介党鱈|助宗鱈|助惣鱈|明太|鯳
alaskan malamute	noun	アラスカン・マラミュート
albania	noun	アルバニア
albanian	adjective	アルバニア|アルバニア語|アルバニア人
albany	noun	オールバニ
albany pitcher plant	noun	袋雪の下
albert	noun	アルバート|アルベルト
alberta	noun	アルバータ|アルバータ州
albi	noun	アルビ
albireo	noun	アルビレオ
alcalá de henares	noun	アルカラ・デ・エナーレス
aldebaran	noun	アルデバラン
alec	noun	アレック
alecto	noun	アレークトー
aleister	noun	アレイスター
alejandro	noun	アレハンドロ
aleppo	noun	アレッポ
alessandria	noun	アレッサンドリア
aleutian islands	noun	アリューシャン列島
alexander	noun	アレクサンダー
alexander the great	noun	アレキサンダー大王|アレクサンドロス大王
alexandra	noun	アレクサンドラ
alexandria	noun	アレキサンドリア|アレクサンドリア
alexandroupoli	noun	アレクサンドルーポリ
alexandrovsk-sakhalinsky	noun	亜港
alexius	noun	アレクシオス
alfredo	noun	アルフレド
alfvén	noun	アルヴェーン
alfvén wave	noun	アルヴェーン波
algeria	noun	アルジェリア
algerian	adjective	アルジェリア|アルジェリアの|アルジェリア人
alghero	noun	アルゲーロ
algiers	noun	アルジェ
ali	noun	アリ
ali baba	noun	アリババ
alice	noun	アリス
alice band	noun	カチューシャ|ヘアバンド
alice in wonderland	adjective	不思議の国のアリス
alice in wonderland syndrome	noun	不思議の国のアリス症候群
alishan	noun	阿里山
alistair	noun	アリステア
all blacks	noun	オールブラックス
all saints' day	noun	万聖節|諸聖人の日|諸聖人の祝日
allah	noun	アッラーフ|アッラー|アラー
allahabad	noun	イラーハーバード
allahu akbar		アッラーフ・アクバル
allee effect	noun	アリー効果
allen key	noun	六角棒スパナ
allier	noun	アリエ県
allies	noun	連合国
almaty	noun	アルマトイ
almería	noun	アルメリア
alor setar	noun	アロースター
alpha centauri	noun	アルファケンタウリ|ケンタウルス座アルファ星
alps	noun	アルプス|アルプス山脈
alsace	noun	アルザス
alsace-lorraine	noun	アルザス・ロレーヌ
altai	noun	アルタイ
altai republic	noun	アルタイ共和国
altaic	adjective	アルタイ語族
altair	noun	アルタイル
alvin	noun	アルビン
alzheimer's disease	noun	アルツハイマー病
amalthea	noun	アマルテア
amami	noun	奄美
amami rabbit	noun	アマミノクロウサギ|奄美の黒兎
amapá	noun	アマパー
amarone	noun	アマローネ
amaterasu	noun	天照|天照大御神|天照大神
amazon	noun	アマゾネス|アマゾン|アマゾン川
amazonas	noun	アマゾナス州
amazonian antshrike	noun	アマゾンアリモズ
ame-no-uzume	noun	天宇受売命|天鈿女命
american	adjective	アメリカ|米国|アメリカン|南北アメリカ|米|アメリカ人
american bulldog	noun	アメリカン・ブルドッグ
american civil war	noun	南北戦争
american dream	noun	アメリカンドリーム
american english	noun	アメリカ英語|米語|米英語
american league	noun	アメリカンリーグ|ア・リーグ
american samoa	noun	アメリカン・サモア
american sign language	noun	アメリカ手話|アメスラン
american badger	noun	アメリカアナグマ
american bittern	noun	アメリカサンカノゴイ
american black bear	noun	アメリカグマ|亜米利加熊
american black duck	noun	アメリカガモ
american cliff swallow	noun	三色燕
american football	noun	アメフト|アメリカンフットボール|フットボール|鎧球
american kestrel	noun	ハイタカ
american robin	noun	駒鶇
american wigeon	noun	アメリカヒドリ
americanisation	noun	アメリカニゼーション|アメリカ化|米国化
americanism	noun	米語
americanize	verb	アメリカナイズ|アメリカ風にする|米国化
americanness	noun	アメリカらしさ
americas	noun	亜米利加|米州|アメリカ州
americophilia	noun	親米派
americophobia	noun	反米
amharic	noun	アムハラ語
amis	noun	アミ族
amish	noun	アーミッシュ
amitābha	noun	無量光仏|阿弥陀仏|阿弥陀如来
amitābha buddha	noun	無量光仏|阿弥陀仏
amman	noun	アンマン
ammiyya	noun	アーンミーヤ
amorgos	noun	アモルゴス
amos	noun	アモス書|アモス
amoy	noun	アモイ語
amphitrite	noun	アムピトリーテー|アンフィトリテ
amritsar	noun	アムリトサル
amstelveen	noun	アムステルフェーン
amsterdam	noun	アムステルダム
amu darya	noun	アムダリヤ川|アム川
amur	noun	アムール川|黒竜江|あむ0
amur cork tree	noun	黄檗|黄蘗
amur leopard	noun	アムールヒョウ
anadyr	noun	アナディリ
anantacaritra	noun	無辺行菩薩
anapa	noun	アナパ
anastasius	noun	アナスタシウス|アナスタシオス
anatoli	noun	アナトリー|アナトーリー
anatolia	noun	アナトリア
anatolius	noun	アナトリー|アナトーリー
anchorage	noun	アンカレッジ
ancient egypt	noun	古代エジプト
ancient greece	noun	古代ギリシャ
ancient greek	noun	古代ギリシャ語
ancient rome	noun	古代ローマ
ancona	noun	アンコーナ
andalusia	noun	アンダルシア|アンダルシア州
andalusian	adjective	アンダルシアの
andaman islands	noun	アンダマン諸島
andaman sea	noun	アンダマン海
andaman and nicobar islands	noun	アンダマン・ニコバル諸島
andean condor	noun	アンデスコンドル|コンドル|南米コンドル
anderlecht	noun	アンデルレヒト
andersen	noun	アンデルセン
andes mountains	noun	アンデス山脈
andhra pradesh	noun	アーンドラ・プラデーシュ州
andorra	noun	アンドラ|アンドラ公国
andorra la vella	noun	アンドラ・ラ・ベリャ
andrew	noun	アンドリュー|アンデレ
android	noun	アンドロイド|人造人間|ロボット
andromache	noun	アンドロマケー
andromeda	noun	アンドロメダー|アンドロメデー|アンドロメダ座
andronicus	noun	アンドロニク
angara	noun	アンガラ川
angat	noun	アンガット
angela	noun	アンゲラ|アンジェラ
angeles	noun	アンヘレス
angers	noun	アンジェ
angkor wat	noun	アンコール・ワット
anglican communion	noun	アングリカン・コミュニオン
anglicanism	noun	聖公会
anglo-		英
anglo-american	adjective	米英
anglo-egyptian sudan	noun	イギリス・エジプト領スーダン
anglo-saxon	noun	アングロサクソン
anglophone	noun	英語話者
anglosphere	noun	英語圏
angola	noun	アンゴラ
anguilla	noun	アンギラ
anhui	noun	安徽
ankara	noun	アンカラ
ann	noun	アンナ|アン
anna	noun	アンナ
annaka	noun	安中
annam	noun	安南
annas	noun	アンナス
anno domini	adverb	紀元|西暦
anping	noun	安平
anschluss	noun	アンシュルス
anshan	noun	鞍山
antalya	noun	アンタリヤ|アンタルヤ
antananarivo	noun	アンタナナリボ
antarctic	adjective	南極
antarctic circle	noun	南極圈|南極線
antarctic peninsula	noun	南極半島
antarctica	noun	南極大陸|南極
antares	noun	アンタレス
anthony	noun	アンソニー|アントワン|アントニオ|アントワーヌ
anthropocene	noun	アンソロポシーン|アントロポセン|人新世
antibes	noun	アンティーブ
antichrist	noun	反キリスト
antigua and barbuda	noun	アンティグア・バーブーダ
antilles	noun	アンティル
antlered god	noun	有角神
antlia	noun	ポンプ座
antwerp	noun	アントワープ|アントワープ市
anubis	noun	アヌビス
anuruddha	noun	大迦葉
anya	noun	アンヤ|アーニャ
anzac day	noun	アンザック・デー
aomi	noun	青海
aomori	noun	青森
aosta	noun	アオスタ
apalala	noun	阿波羅竜王
apennines	noun	アペニン山脈
aphrodite	noun	アフロディーテ
apia	noun	アピア
apocalypse	noun	黙示録|黙示
apocrypha	noun	アポクリファ|外典
apollo	noun	アポロ|アポローン|アポロン
apopa	noun	アポパ
apostles' creed	noun	使徒信条
appalachia	noun	アパラチア
appalachians	noun	アパラチア山脈
appian	noun	アッピアーヌス
apple	noun	アップル|林檎|苹果|りんご
april	noun	四月|卯月
april fools' day	noun	エイプリルフール|四月馬鹿|４月馬鹿
april fool	noun	エイプリルフール
aptian	noun	アプチアン
apuleius	noun	アプレイウス
apulia	noun	プッリャ|プッリャ州|プーリア|プーリャ
apus	noun	ふうちょう座|風鳥座
aqaba	noun	アカバ
aqdas	noun	最聖の書
aquarius	noun	水瓶座|みずがめ座生まれの人|みずがめ座|宝瓶宮
aquila	noun	鷲座|わし座
aquinas	noun	アクィナス
aquitaine	noun	アキテーヌ
ara	noun	祭壇座|𩺊
arab	adjective	アラブ|アラビア人
arab republic of egypt	noun	エジプト・アラブ共和国
arab spring	noun	アラブの春
arab world	noun	アラブ世界
arabia	noun	アラビア|亜剌比亜
arabian	adjective	アラビア|アラビア人
arabian peninsula	noun	アラビア半島
arabian sea	noun	アラビア海
arabic	adjective	アラビア|アラブ|アラビア語|アラビア文字
arabic numeral	noun	アラビア数字
arabisation	noun	アラビア化
arabize	verb	アラビア化
arabo-		アラビア|アラブ
aracan	noun	アラカン
arafura sea	noun	アラフラ海
aragon	noun	アラゴン|アラゴン州
aragonese	adjective	アラゴン|アラゴン語|アラゴン人
arakawa	noun	荒川
aral sea	noun	アラル海
aramaic	adjective	アラム語
ararat	noun	アララト山|アララト
arbil	noun	アルビール
arc de triomphe	noun	凱旋門
archimedes	noun	アルキメデス
arctic	noun	北極
arctic circle	noun	北極圈|北極線
arctic ocean	noun	北極海|北極洋|北氷洋
arcturus	noun	アークトゥルス
ardèche	noun	アルデーシュ|アルデーシュ川
area 51	noun	エリア51
arecibo message	noun	アシレボ・メッセージ
ares	noun	アレース
arezzo	noun	アレッツォ
argentina	noun	アルゼンチン|亜爾然丁
argentine	adjective	アルゼンチンの|アルゼンチン人
argonaut	noun	アルゴナウタイ
argos	noun	アルゴス
arian	adjective	アリウス派の
arica	noun	アリカ
arida	noun	有田
ariel	noun	アリエル
aries	noun	牡羊座|おひつじ座|白羊宮
aristaeus	noun	アリスタイオス
aristotle	noun	アリストテレス
arizona	noun	アリゾナ|アリゾナ州
ark of the covenant	noun	契約の箱|掟の箱|約櫃|聖櫃|証の箱
arkansas	noun	アーカンソー州
arkhangelsk	noun	アルハンゲリスク
armageddon	noun	ハルマゲドン|アルマゲドン
armagnac	noun	アルマニャック
armenia	noun	アルメニア
armenian	adjective	アルメニア|アルメニア語|アルメニア人
armenian ssr	noun	アルメニア・ソビエト社会主義共和国
arminianism	noun	アルミニウス主義
armorica	noun	アルモリカ
arno	noun	アルノ川
arsenal	noun	アーセナル|兵器廠
art deco	noun	アール・デコ
art nouveau	noun	アール・ヌーヴォー
arte povera	noun	アルテ・ポーヴェラ
artemis	noun	アルテミス
arthur	noun	アーサー
artina	noun	アルティナ
artsakh	noun	アルツァフ
aruba	noun	アルバ
arunachal pradesh	noun	アルナーチャル・プラデーシュ州
aryadeva	noun	聖提婆
aryan	noun	アーリア人
asahi	noun	旭
asaka	noun	朝霞
ascension	noun	昇天
ascension day	noun	キリストの昇天
ascension island	noun	アセンション島
asclepius	noun	アスクレーピオス
asgard	noun	アスガルズ|アスガルト|アスガルド|アスガード|アースガルズ|アースガルド
ash wednesday	noun	灰の水曜日
ashgabat	noun	アシガバート
ashina	noun	あしな|蘆名
ashoka	noun	アショーカ|阿育王
ashura	noun	アーシューラー
asia	noun	アジア|亜細亜|亜洲
asia minor	noun	小アジア
asia-pacific	noun	アジア太平洋地域
asian	adjective	アジア|南アジア人|東アジア人|アジア人
asian games	noun	アジア競技大会
asian black bear	noun	ツキノワグマ|黒熊
asian brown flycatcher	noun	コサメビタキ
asian conical hat	noun	笠
asian desert warbler	noun	砂漠虫喰
asian dust	noun	黄砂
asian elephant	noun	アジア象
asian flu	noun	アジアインフルエンザ|アジア風邪
asian giant hornet	noun	オオスズメバチ
asian lion	noun	インドライオン
asian squat	noun	うんこ座り|アジアスクワット|ヤンキー座り|便所座り
asian swamp eel	noun	田鰻
asianization	noun	アジア化
asiatic pennywort	noun	ゴツコラ|壺草
asmara	noun	アスマラ
asperger's syndrome	noun	アスペルガー症候群
assam	noun	アッサム
assamese	noun	アッサム語
assyria	noun	アッシリア
assyriology	noun	アッシリア学
astana	noun	アスタナ
astarte	noun	アスタルテ
asterix	noun	アステリックス
astraea	noun	アストレア
astrakhan	noun	アストラハン
asturian	noun	アストゥリア語
asunción	noun	アスンシオン
asura	noun	アスラ|阿修羅
atami	noun	熱海
atayal	noun	タイヤル族|タイヤル語
athena	noun	アテーナー|アテナ
athens	noun	アテネ
atkinson	noun	アトキンソン
atlanta	noun	アトランタ
atlantic ocean	noun	大西洋
atlantic puffin	noun	ニシツノメドリ|西角目鳥
atlantic salmon	noun	大西洋鮭
atlantis	noun	アトランティス
atlas mountains	noun	アトラス山脈
atlas moth	noun	与那国蚕
atomic age	noun	核時代
atsugi	noun	厚木
attic	adjective	アッティカの|屋根裏
attic greek	noun	アッティカ方言
attica	noun	アッティカ
attila the hun	noun	アッティラ
auckland	noun	オークランド
audouin's gull	noun	アカハシカモメ
audrey	noun	オードリー
augsburg	noun	アウクスブルク|アウクスブルグ
august	noun	八月|葉月|はちがつ
augustus	noun	アウグスツス|アウグストゥス
auki	noun	アウキ
aurangabad	noun	アウランガーバード
aurelius	noun	アウレリウス
auriga	noun	ぎょしゃ座|馭者座
aurora	noun	アウロラ|アウローラ|オーロラ|オーロール|極光
auschwitz	noun	アウシュビッツ|アウシュヴィッツ|オシフィエンチム
auslan	noun	オーストラリア手話
aussie	adjective	オージーの|オーストラリア人の|オージー
austerlitz	noun	アウステルリッツ
austin	noun	オースティン
australasia	noun	オーストララシア
australia	noun	オーストラリア|豪州|濠太剌利|濠洲|濠|豪
australian	adjective	オーストラリア|豪|オーストラリア人
australian capital territory	noun	オーストラリア首都特別地域
australian english	noun	オーストラリア英語
australian cockroach	noun	コワモンゴキブリ
australian dollar	noun	オーストラリア・ドル
australian magpie	noun	鵲笛鴉
australian rules football	noun	オージーフットボール
australian white ibis	noun	オーストラリア黒朱鷺|赤足黒朱鷺
austria	noun	オーストリア|墺太利
austria-hungary	noun	オーストリア゠ハンガリー|オーストリア゠ハンガリー帝国
austrian	adjective	オーストリア|オーストリアの|オーストリア人
austronesia	noun	オーストロネシア
auvergne	noun	オーヴェルニュ|オーベルニュ
avalon	noun	アヴァロン
avar	noun	アヴァル人|アヴァル語
avicenna	noun	アウィケンナ|イブン・スィーナー
avignon	noun	アヴィニョン
avogadro's number	noun	アボガドロ定数|アボガドロ数
awa	noun	阿波
awadhi	noun	アワディー語
axel	noun	アクセル
axis power	noun	枢軸国
ayase	noun	綾瀬
aymara	noun	アイマラ|アイマラ語
ayodhya	noun	アヨーディヤー
ayurveda	noun	アーユルヴェーダ
azawad	noun	アザワド
azerbaijan	noun	アゼルバイジャン
azerbaijani	adjective	アゼルバイジャン|アゼルバイジャン人|アゼルバイジャン語
azores	noun	アゾレス諸島
azrael	noun	アズラーイール
ağrı	noun	アール
b cell	noun	B細胞
b major	noun	ロ長調
b minor	noun	ロ短調
b-flat major	noun	変ロ長調
b-flat minor	noun	変ロ短調
b-movie	noun	B級映画
base jumping	noun	ベースジャンピング
bb cream	noun	BBクリーム
bbc	noun	ビー・ビー・シー
bbs	noun	掲示板
bc	adverb	紀元前
bdsm	noun	BDSM
bl lac object	noun	とかげ座BL型天体
bmw	noun	ビー・エム・ダブリュー
bric	noun	ブリック
brics	noun	ブリックス
bsod	noun	BSOD
baal	noun	バアル|バール
bab el mandeb	noun	バブ・エル・マンデブ海峡
baba yaga	noun	バーバ・ヤーガ
babel	noun	バベル
babylon	noun	バビロン
babylonia	noun	バビロニア
bacchanalia	noun	バッカス祭
bacchus	noun	バックス|バッコス
bach	noun	バッハ
bachelor of arts	noun	文学士
bachelor of laws	noun	法学士
bachelor of science	noun	理学士
bacolod	noun	バコロド
bacoor	noun	バコール
bactrian camel	noun	フタコブラクダ
badalona	noun	バダロナ
baden	noun	バーデン
baden-württemberg	noun	バーデン゠ヴュルテンベルク|バーデン＝ヴュルテンベルク州
baekje	noun	百済
baffin bay	noun	バフィン湾
baffin island	noun	バフィン島
baghdad	noun	バグダード|バグダッド
bagmati	noun	バグマティ州
baguio	noun	バギオ
bahamas	noun	バハマ
bahia	noun	バイーア
bahrain	noun	バーレーン|バーレイン
baháʼu'lláh	noun	バハオラ
baháʼí faith	noun	バハイ教
baicheng	noun	白城
baihe	noun	白河
baikal	noun	バイカル
baikonur	noun	バイコヌール
baily's beads	noun	ベイリー・ビーズ
baird's sandpiper	noun	ヒメウズラシギ
baishan	noun	白山
baja california	noun	バハカリフォルニア|バハ・カリフォルニア|下カリフォルニア
bak	noun	パク
bakhmut	noun	バフムート
baku	noun	バクー
balaghat	noun	バーラーガート
balakliia	noun	バラクリヤ
balearic islands	noun	バレアレス諸島
balhae	noun	渤海|渤海国
bali	noun	バリ島|バリ
balinese	noun	バリニーズ
baliuag	noun	バリウアッグ
balkan peninsula	noun	バルカン半島
balkanization	noun	バルカニゼーション|バルカン化
balkans	noun	バルカン半島
balochi	noun	バローチー語
baltic	adjective	バルト
baltic sea	noun	バルト海
baltimore	noun	ボルチモア|ボルティモア
balto-slavic	adjective	バルト・スラヴ
bamako	noun	バマコ
bambara	noun	バンバラ語
bamboo curtain	noun	竹のカーテン
banach space	noun	バナッハ空間
bandar seri begawan	noun	バンダルスリブガワン
bandera	noun	バンデーラ
bandung	noun	バンドン
bandō	noun	坂東
banff	noun	バンフ
bangka belitung islands	noun	バンカ・ブリトゥン
bangkok	noun	バンコク
bangladesh	noun	バングラデシュ
bangladeshi	adjective	バングラデシュ|バングラデシュ人
bangui	noun	バンギ
banjul	noun	バンジュール
banke	noun	バンケ
banqiao	noun	板橋
bantu	noun	バントゥー
baoding	noun	保定
baotou	noun	パオトウ|包頭
baphomet	noun	バフォメット
baptist	noun	バプテスト
barack	noun	バラク
barbados	noun	バルバドス
barbie	noun	バービー
barcelona	noun	バルセロナ
barents sea	noun	バレンツ海
barnaul	noun	バルナウル
barolo	noun	バローロ
baroque	adjective	バロック
bartholin's gland	noun	バルトリン腺|大前庭腺
bartholomew	noun	バルトロマイ
bas-rhin	noun	バ＝ラン
basallote	noun	バサリョテ
basel	noun	バーゼル
basenji	noun	バセンジー
bashar	noun	バッシャール
bashi channel	noun	バシー海峡
bashkir	noun	バシキール人|バシキール語
bashkortostan	noun	バシコルトスタン
basil	noun	バジル|バジリコ|目箒
basilicata	noun	バジリカータ州
basmachi	noun	バスマチ
basque	adjective	バスク語|バスクの|バスク人の|バスク人
basque country	noun	バスク地方
basque shepherd dog	noun	バスク・シェパード
basra	noun	バスラ
basse-terre	noun	バス＝テール
basseterre	noun	バセテール
bastia	noun	バスティア|バスティーア
bastille	noun	バスティーユ牢獄
bataan	noun	バターン
batam	noun	バタム
batangas	noun	バタンガス
bath	noun	バース|浴槽|湯船|風呂|風呂場|浴室
batman	noun	バットマン
batna	noun	バトナ
baton rouge	noun	バトン・ルージュ
battabara	noun	跋陀婆羅
battambang	noun	バタンバン
battle of britain	noun	バトル・オブ・ブリテン
bauhaus	noun	バウハウス
baumkuchen	noun	バウムクーヘン|バームクーヘン
bautzen	noun	バウツェン
bavaria	noun	バイエルン|バイエルン州
bavarian	noun	バイエルン方言|バイエルン語
bay of bengal	noun	ベンガル湾
bay of biscay	noun	ビスケー湾
bayer designation	noun	バイエル名|バイエル符号|バイエル記号
bayonne	noun	バイヨンヌ
bačka	noun	バチュカ
beatlemania	noun	ビートルマニア
beatles	noun	ザ・ビートルズ|ビートルズ
beaufort scale	noun	ビューフォート風力階級
bechuanaland	noun	ベチュアナランド
bedouin	noun	ベドウィン
beethoven	noun	ベートーベン|ベートーヴェン
behçet's disease	noun	ベーチェット病
beijing	noun	北京|ペキン
beijinger	noun	北京人
beirut	noun	ベイルート
bejaia	noun	ベジャイア
bekasi	noun	ブカシ
bel paese	noun	ベルパエーゼ
belarus	noun	ベラルーシ|ベロルシア
belarusian	adjective	ベラルーシ|ベラルーシ人|ベラルーシ語
belfast	noun	ベルファスト
belgian	adjective	ベルギー|ベルギー人
belgium	noun	ベルギー|白耳義
belgorod	noun	ベルゴロド
belgrade	noun	ベオグラード
belial	noun	ベリアル
belinda	noun	ベリンダ
belize	noun	ベリーズ
belize city	noun	ベリーズシティ
belizean	noun	ベリーズ人
bell's palsy	noun	ベル麻痺
bellefontaine	noun	ベルフォンテーヌ|ベルフォンテーン
belmopan	noun	ベルモパン
benedict	noun	ベネディクト
benelux	noun	ベネルクス
bengal	noun	ベンガル|ベンガル地方
bengalese finch	noun	十姉妹
bengali	noun	ベンガル人|ベンガル語
bengaluru	noun	バンガロール
benghazi	noun	ベンガジ
bengkulu	noun	ブンクル
benguet	noun	ベンゲット
benin	noun	ベナン
benjamin	noun	ベニヤミン|ベンジャミン
benson	noun	ベンソン
bentley	noun	ベントレー
benxi	noun	本渓
